Time (s),Voltage (V),Disp. (cm),Stress (MPa),DC (%),deltaT
76.70528500,0.27433484,0.00264693,0.32608082,58.34085283,2.43179429
76.90572500,0.27441284,0.00264793,0.32617282,57.55956783,2.43400629
77.10616400,0.27445084,0.00264893,0.32621782,57.41925283,2.48293429
77.30660400,0.27453284,0.00264893,0.32631482,57.42521583,2.38667829
77.50704500,0.27461884,0.00264993,0.32641782,57.26363183,2.30061329
77.70748500,0.27467284,0.00265093,0.32648182,57.66806683,2.30817029
77.90792500,0.27473784,0.00265093,0.32655882,57.01852683,2.33518829
78.10836500,0.27480184,0.00265193,0.32663482,58.52133183,2.31872329
78.30880500,0.27488684,0.00265293,0.32673582,57.43490083,2.24772129
78.50924400,0.27497384,0.00265393,0.32683882,57.65536383,2.24265829
78.70968400,0.27501884,0.00265393,0.32689282,58.13512183,2.30666629
78.91012500,0.27508884,0.00265493,0.32697582,57.80342683,2.30499629
79.11056500,0.27516484,0.00265493,0.32706682,57.56502383,2.24924529
79.31100500,0.27524384,0.00265593,0.32715982,58.16245483,2.21688729
79.51144500,0.27529384,0.00265693,0.32721982,57.43209583,2.21639029
79.71188400,0.27536284,0.00265693,0.32730282,58.38984183,2.26646229
79.91232400,0.27542984,0.00265793,0.32738182,57.28919583,2.28993329
80.11276500,0.27547684,0.00265793,0.32743782,57.29419583,2.30445529
80.31320500,0.27554184,0.00265893,0.32751482,57.71353383,2.27545729
80.51364500,0.27561384,0.00265993,0.32759982,57.01858783,2.29439029
80.71408500,0.27568284,0.00265993,0.32768282,58.01737383,2.25080829
80.91452500,0.27574384,0.00266093,0.32775482,57.07474883,2.24889029
81.11496400,0.27580784,0.00266193,0.32783082,58.16677583,2.25969529
81.31540400,0.27587884,0.00266193,0.32791482,58.26253483,2.21333429
81.51584500,0.27592784,0.00266293,0.32797382,57.28743183,2.25251229
81.71628500,0.27599084,0.00266293,0.32804782,58.05992183,2.18440529
81.91672500,0.27605584,0.00266393,0.32812582,57.67804283,2.17118129
82.11716500,0.27612284,0.00266493,0.32820582,57.54429183,2.13065529
82.31760500,0.27616384,0.00266493,0.32825382,58.13794683,2.18064229
82.51804400,0.27621184,0.00266593,0.32831082,57.41547483,2.16987729
82.71848400,0.27626784,0.00266593,0.32837782,57.65340583,2.18444629
82.91892500,0.27633384,0.00266693,0.32845582,56.92271483,2.10143729
83.11936500,0.27638184,0.00266693,0.32851282,57.68052383,2.02528629
83.31980500,0.27643884,0.00266793,0.32858082,58.41875283,2.03410629
83.52024500,0.27650284,0.00266793,0.32865682,57.58208283,1.95653429
83.72068500,0.27658384,0.00266893,0.32875282,57.62922083,1.93707129
83.92112400,0.27666584,0.00266993,0.32885082,56.77765783,1.86901029
84.12156400,0.27672284,0.00266993,0.32891782,57.56050683,1.87250329
84.32200500,0.27678584,0.00267093,0.32899282,57.08099483,1.93341229
84.52244500,0.27685684,0.00267193,0.32907782,57.20005783,1.97703929
84.72288500,0.27692784,0.00267193,0.32916182,57.30093683,1.89505629
84.92332500,0.27699484,0.00267293,0.32924182,58.16298583,1.90025229
85.12376500,0.27704784,0.00267393,0.32930482,57.16078083,1.90869929
85.32420400,0.27710184,0.00267393,0.32936882,57.25560383,1.93490129
85.52464400,0.27715884,0.00267493,0.32943682,57.92249583,1.98977929
85.72508500,0.27721984,0.00267493,0.32950882,57.37915483,1.96351429
85.92552500,0.27726684,0.00267593,0.32956582,57.59504683,1.95184729
86.12596500,0.27733684,0.00267593,0.32964882,57.86772083,1.96828029
86.32640500,0.27738884,0.00267693,0.32970982,57.96842683,1.95487129
86.52684500,0.27751184,0.00267793,0.32985582,58.40580883,1.95287529
86.72728400,0.27750384,0.00267793,0.32984682,57.44624483,1.96573329
86.92772500,0.27762184,0.00267893,0.32998682,58.42077483,1.94372029
87.12816500,0.27761884,0.00267893,0.32998282,57.50245383,1.98985429
87.32860500,0.27769184,0.00267993,0.33007082,58.11481583,2.01218429
87.52904500,0.27772884,0.00267993,0.33011382,57.04312483,1.98343629
87.72948500,0.27781484,0.00268093,0.33021582,57.15252383,1.98031829
87.92992400,0.27784784,0.00268093,0.33025582,57.21676583,1.96540229
88.13036400,0.27791684,0.00268193,0.33033782,57.43989383,1.94558529
88.33080500,0.27796284,0.00268193,0.33039182,57.64206183,1.95247229
88.53124500,0.27800884,0.00268293,0.33044782,58.27726483,1.98470029
88.73168500,0.27806084,0.00268293,0.33050882,56.91704183,2.02633629
88.93212500,0.27810484,0.00268393,0.33056082,56.85881883,2.00288129
89.13256500,0.27817084,0.00268393,0.33063982,57.00160683,2.00207429
89.33300400,0.27821784,0.00268493,0.33069582,56.97201183,2.01521729
89.53344400,0.27829684,0.00268593,0.33078982,57.67776383,1.92912829
89.73388500,0.27833284,0.00268593,0.33083182,58.21915883,1.84786029
89.93432500,0.27835484,0.00268593,0.33085782,57.75244983,1.77713129
90.13476500,0.27842984,0.00268693,0.33094782,57.38144883,1.79812829
90.33520500,0.27851384,0.00268793,0.33104782,57.62053183,1.79783229
90.53564500,0.27858584,0.00268793,0.33113382,57.60934583,1.73214529
90.73608400,0.27861884,0.00268893,0.33117282,58.20345283,1.69896629
90.93652400,0.27870284,0.00268993,0.33127182,57.32269683,1.68962629
91.13696500,0.27875784,0.00268993,0.33133682,57.65369083,1.66754929
91.33740500,0.27882284,0.00269093,0.33141382,57.72665683,1.65145429
91.53684300,0.27889284,0.00269093,0.33149782,57.91884983,1.72131229
91.73728300,0.27892884,0.00269193,0.33153982,57.35421383,1.74201629
91.93772300,0.27900184,0.00269193,0.33162682,56.82075983,1.69175329
92.13816300,0.27904084,0.00269293,0.33167382,57.13764583,1.64769929
92.33860300,0.27910584,0.00269293,0.33175182,56.97440483,1.57943629
92.53904200,0.27917584,0.00269393,0.33183382,58.26380283,1.56095129
92.73948200,0.27919984,0.00269393,0.33186282,58.19445383,1.58037829
92.93992300,0.27925584,0.00269493,0.33192982,57.64351283,1.54628629
93.14036300,0.27930584,0.00269493,0.33198882,57.58736583,1.52813429
93.34080300,0.27936184,0.00269593,0.33205482,57.25856083,1.47092729
93.54124300,0.27942884,0.00269693,0.33213482,58.14915383,1.48599429
93.74168300,0.27948784,0.00269693,0.33220482,57.56046283,1.49990929
93.94212200,0.27953284,0.00269793,0.33225882,58.00606583,1.51324129
94.14256200,0.27958584,0.00269793,0.33232182,58.09202183,1.54895929
94.34300300,0.27963684,0.00269893,0.33238182,57.60764783,1.42639029
94.54344300,0.27968284,0.00269893,0.33243682,57.28398583,1.37921529
94.74388300,0.27973784,0.00269993,0.33250282,57.79361983,1.37676829
94.94432300,0.27979684,0.00269993,0.33257282,57.29604883,1.35220729
95.14476300,0.27983484,0.00269993,0.33261782,58.35274183,1.24458429
95.34520200,0.27988884,0.00270093,0.33268182,57.76018983,1.27166429
95.54564200,0.27992084,0.00270093,0.33271982,57.28874383,1.27656629
95.74608300,0.27995384,0.00270193,0.33275882,57.94135183,1.31330829
95.94652300,0.28002484,0.00270193,0.33284382,57.71065983,1.29432429
96.14696300,0.28009484,0.00270293,0.33292682,58.31995583,1.30118329
96.34740300,0.28014184,0.00270293,0.33298182,57.02931383,1.29842729
96.54784300,0.28020484,0.00270393,0.33305782,58.28330483,1.26362729
96.74828200,0.28025184,0.00270493,0.33311382,57.06517983,1.27259929
96.94872300,0.28029184,0.00270493,0.33316082,57.55584383,1.28340629
97.14916300,0.28034884,0.00270493,0.33322882,58.42511583,1.23647629
97.34960300,0.28039184,0.00270593,0.33327982,57.17887183,1.21583829
97.55004300,0.28046384,0.00270693,0.33336482,57.54480783,1.20571329
97.75048300,0.28053484,0.00270693,0.33344982,57.53030483,1.21562229
97.95092200,0.28059384,0.00270793,0.33351982,57.73819883,1.19766829
98.15136200,0.28063784,0.00270793,0.33357182,58.62648083,1.16869129
98.35180300,0.28070484,0.00270893,0.33365182,57.75428583,1.22046929
98.55224300,0.28077184,0.00270993,0.33373182,57.04883783,1.27019029
98.75268300,0.28081584,0.00270993,0.33378382,58.09236883,1.21270329
98.95312300,0.28087584,0.00271093,0.33385482,57.90259983,1.18944329
99.15356300,0.28092684,0.00271093,0.33391482,57.09179183,1.20294929
99.35400200,0.28099484,0.00271193,0.33399582,57.71959983,1.09879129
99.55444200,0.28103484,0.00271193,0.33404382,58.13798983,1.05547329
99.75488300,0.28110284,0.00271293,0.33412482,57.30668783,1.00854829
99.95532300,0.28114584,0.00271293,0.33417582,58.01073583,1.04632829
100.15576300,0.28120884,0.00271393,0.33425082,58.60863083,1.10776329
100.35620300,0.28126384,0.00271393,0.33431682,57.67692283,1.15330329
100.55664300,0.28129784,0.00271493,0.33435582,57.20416183,1.16851129
100.75708200,0.28136284,0.00271493,0.33443382,57.38799983,1.18507129
100.95752200,0.28141484,0.00271593,0.33449482,57.66353683,1.22362129
101.15796300,0.28147384,0.00271593,0.33456582,56.81468983,1.19531529
101.35840300,0.28151784,0.00271693,0.33461782,57.53303583,1.18922629
101.55884300,0.28157184,0.00271693,0.33468182,58.11690883,1.20993729
101.75928300,0.28163584,0.00271793,0.33475782,58.41059983,1.25457729
101.95972300,0.28169184,0.00271793,0.33482482,57.47449483,1.29448129
102.16016200,0.28174784,0.00271893,0.33489082,57.90655783,1.27254729
102.36060200,0.28178184,0.00271893,0.33493182,58.21885183,1.31939829
102.56104300,0.28182184,0.00271993,0.33497982,57.53195283,1.35829329
102.76148300,0.28187584,0.00271993,0.33504382,57.97554583,1.25587029
102.96192300,0.28192184,0.00272093,0.33509782,58.46731083,1.22869229
103.16236300,0.28197184,0.00272093,0.33515782,57.83086183,1.20749629
103.36280300,0.28201084,0.00272093,0.33520482,58.04669383,1.19146829
103.56324200,0.28204384,0.00272193,0.33524282,56.90552683,1.18663929
103.76368300,0.28208784,0.00272193,0.33529482,57.64575483,1.20962629
103.96412300,0.28213084,0.00272293,0.33534682,57.57179383,1.20056929
104.16456300,0.28217084,0.00272293,0.33539482,57.90999483,1.20436729
104.36500300,0.28221884,0.00272393,0.33545182,58.03169583,1.19490229
104.56544300,0.28225184,0.00272393,0.33549082,58.37502783,1.22238729
104.76588200,0.28227884,0.00272393,0.33552182,57.22595783,1.19674229
104.96632200,0.28232684,0.00272493,0.33557982,57.49542583,1.19563329
105.16676300,0.28235484,0.00272493,0.33561282,57.83377583,1.20063529
105.36720300,0.28239984,0.00272493,0.33566582,57.24934883,1.16501229
105.56764300,0.28243884,0.00272593,0.33571282,58.05534983,1.10563129
105.76808300,0.28247184,0.00272593,0.33575182,58.03779483,1.06337229
105.96852300,0.28253484,0.00272693,0.33582682,58.00823583,1.04652529
106.16896200,0.28259684,0.00272693,0.33589982,57.62349383,0.94779729
106.36940200,0.28264084,0.00272793,0.33595382,57.57758083,0.96930829
106.56984300,0.28267984,0.00272793,0.33599882,58.00201983,0.97549229
106.77028300,0.28270084,0.00272793,0.33602382,57.67491983,1.01215129
106.97072300,0.28275284,0.00272893,0.33608582,57.43345383,0.96209829
107.17116300,0.28280184,0.00272893,0.33614382,57.91750483,0.95462429
107.37160300,0.28282884,0.00272893,0.33617582,57.24494583,0.98217929
107.57204200,0.28287584,0.00272993,0.33623182,57.17447283,1.02523229
107.77248200,0.28293384,0.00272993,0.33630082,57.26125083,0.96823929
107.97292300,0.28298584,0.00273093,0.33636282,57.71107683,0.96462829
108.17336300,0.28303884,0.00273093,0.33642582,57.38683883,0.97046329
108.37380300,0.28306784,0.00273193,0.33646082,57.91540883,0.97723629
108.57424300,0.28311484,0.00273193,0.33651582,57.66418283,0.96369229
108.77468300,0.28316084,0.00273293,0.33657082,57.78453383,0.97343729
108.97512200,0.28317284,0.00273293,0.33658482,57.73604183,0.95920529
109.17556200,0.28321084,0.00273293,0.33662982,57.31982083,0.96551429
109.37600300,0.28324984,0.00273293,0.33667582,58.08513583,0.97729229
109.57644300,0.28330984,0.00273393,0.33674882,58.19587283,0.91179029
109.77688300,0.28333884,0.00273393,0.33678282,57.21690983,0.95049229
109.97732300,0.28337984,0.00273493,0.33683082,57.51634883,0.96159029
110.17776300,0.28343184,0.00273493,0.33689282,57.22620583,0.91540029
110.37820200,0.28349784,0.00273593,0.33697082,58.05926183,0.91209029
110.57864300,0.28353684,0.00273593,0.33701682,57.86545583,0.93539129
110.77908300,0.28358284,0.00273693,0.33707182,58.36561583,0.94104329
110.97952300,0.28361784,0.00273693,0.33711482,58.06943183,0.93869229
111.17996300,0.28366184,0.00273693,0.33716582,57.44757483,0.94748729
111.38040300,0.28368884,0.00273793,0.33719782,58.10746083,0.96800829
111.58084200,0.28373284,0.00273793,0.33725082,57.57807783,0.96388129
111.78128200,0.28378384,0.00273893,0.33731182,58.18450183,0.83558529
111.98172300,0.28382984,0.00273893,0.33736682,57.77743383,0.76737129
112.18216300,0.28385884,0.00273893,0.33739982,57.14347483,0.74410429
112.38260300,0.28391784,0.00273993,0.33747082,57.60835883,0.82570929
112.58304300,0.28395984,0.00273993,0.33752082,57.28308283,0.88574329
112.78348300,0.28399984,0.00274093,0.33756782,57.38655083,0.89305529
112.98392200,0.28404084,0.00274093,0.33761682,57.17415683,0.90191029
113.18436200,0.28407684,0.00274093,0.33765982,57.62714583,0.94325129
113.38480300,0.28410584,0.00274193,0.33769382,58.00306283,0.90680429
113.58524300,0.28413684,0.00274193,0.33773182,57.28457483,0.89288129
113.78568300,0.28418084,0.00274193,0.33778282,57.84180983,0.87002929
113.98612300,0.28420184,0.00274293,0.33780882,57.90019783,0.85271529
114.18656300,0.28424484,0.00274293,0.33785982,57.89105383,0.76114529
114.38700200,0.28427084,0.00274293,0.33788982,57.21555283,0.68280229
114.58744200,0.28431784,0.00274393,0.33794582,57.44931183,0.61833429
114.78788300,0.28435684,0.00274393,0.33799182,57.77051583,0.62456729
114.98832300,0.28436984,0.00274393,0.33800782,57.84514283,0.64722929
115.18876300,0.28441984,0.00274493,0.33806782,57.56132283,0.62764629
115.38920300,0.28443784,0.00274493,0.33808782,57.66095983,0.58845029
115.58964300,0.28446384,0.00274493,0.33811982,57.67329783,0.56602029
115.79008200,0.28450184,0.00274593,0.33816482,57.04013083,0.58800529
115.99052200,0.28454784,0.00274593,0.33821982,57.35099383,0.60315829
116.19096300,0.28457084,0.00274593,0.33824682,58.25230283,0.64073329
116.39140300,0.28461684,0.00274693,0.33830182,57.91555483,0.62072929
116.59184300,0.28465784,0.00274693,0.33835082,58.09355383,0.49816129
116.79228300,0.28468084,0.00274693,0.33837782,57.90012183,0.50957729
116.99272300,0.28471384,0.00274793,0.33841682,58.36544583,0.51809529
117.19316200,0.28476084,0.00274793,0.33847282,57.21730283,0.58623029
117.39360300,0.28480084,0.00274793,0.33851982,58.02813683,0.61822629
117.59404300,0.28484584,0.00274893,0.33857282,58.29841383,0.62003329
117.79448300,0.28487284,0.00274893,0.33860582,58.54072083,0.61213329
117.99492300,0.28491184,0.00274893,0.33865182,57.68136383,0.67123629
118.19536300,0.28494284,0.00274993,0.33868982,58.04428283,0.66825729
118.39580200,0.28497984,0.00274993,0.33873382,57.65196583,0.70621429
118.59624200,0.28500884,0.00274993,0.33876782,57.30020983,0.69255229
118.79668300,0.28502784,0.00275093,0.33878982,57.46529183,0.64823129
118.99712300,0.28507184,0.00275093,0.33884282,57.45434883,0.65508529
119.19756300,0.28512684,0.00275193,0.33890782,58.33692183,0.62462729
119.39800300,0.28515384,0.00275193,0.33893982,57.90179583,0.64722729
119.59844300,0.28518784,0.00275193,0.33897982,58.62362783,0.60159129
119.79888200,0.28521884,0.00275193,0.33901682,58.09143483,0.63571729
119.99932200,0.28525384,0.00275293,0.33905882,58.26607283,0.69042329
120.19976300,0.28529184,0.00275293,0.33910382,58.04739183,0.71110329
120.40020300,0.28532284,0.00275293,0.33913982,58.47545083,0.64943329
120.60064300,0.28534884,0.00275393,0.33917082,57.94997883,0.65845929
120.80108300,0.28540884,0.00275393,0.33924282,57.57403583,0.60308129
121.00152300,0.28541884,0.00275393,0.33925482,58.28093983,0.59259729
121.20196200,0.28545184,0.00275493,0.33929382,58.22972483,0.61205429
121.40240200,0.28548184,0.00275493,0.33932982,57.80282383,0.66549229
121.60284300,0.28551584,0.00275493,0.33936982,58.31940483,0.65905929
121.80328300,0.28553784,0.00275593,0.33939682,58.07045283,0.64542729
122.00372300,0.28558184,0.00275593,0.33944882,57.93899083,0.60822629
122.20416300,0.28559384,0.00275593,0.33946282,57.68165183,0.57389029
122.40460300,0.28564984,0.00275693,0.33952882,57.65130783,0.47866029
122.60504200,0.28568484,0.00275693,0.33957082,57.73731883,0.47022829
122.80548200,0.28571984,0.00275693,0.33961282,57.93262683,0.46750029
123.00592300,0.28572584,0.00275693,0.33961982,58.21798483,0.48377629
123.20636300,0.28576284,0.00275793,0.33966382,57.97596683,0.41887129
123.40680300,0.28581984,0.00275793,0.33973182,58.02030383,0.43880329
123.60724300,0.28584384,0.00275793,0.33976082,57.16962983,0.43118529
123.80768300,0.28587084,0.00275893,0.33979182,57.44272083,0.46957129
124.00812200,0.28591584,0.00275893,0.33984582,57.37782483,0.46188829
124.20856200,0.28594384,0.00275893,0.33987882,58.10613983,0.48775929
124.40900300,0.28597384,0.00275993,0.33991482,57.89015783,0.44015229
124.60944300,0.28599384,0.00275993,0.33993882,57.95522883,0.42297629
124.80988300,0.28601484,0.00275993,0.33996282,57.41466483,0.36599929
125.01032300,0.28603784,0.00275993,0.33999082,58.55223983,0.35185529
125.21076300,0.28606984,0.00276093,0.34002882,56.81848383,0.38224129
125.41120200,0.28610484,0.00276093,0.34006982,57.82429583,0.37310329
125.61164300,0.28613284,0.00276093,0.34010282,58.19178583,0.42073429
125.81208300,0.28616284,0.00276193,0.34013882,57.42737783,0.45920429
126.01252300,0.28617684,0.00276193,0.34015682,57.86283983,0.46598029
126.21296300,0.28620684,0.00276193,0.34019082,58.29110783,0.49394629
126.41340300,0.28624884,0.00276193,0.34024182,57.27191483,0.45122029
126.61284000,0.28628284,0.00276293,0.34028182,56.83057483,0.42401329
126.81328000,0.28630384,0.00276293,0.34030682,58.04625283,0.39806229
127.01372000,0.28632384,0.00276293,0.34032982,57.28358283,0.36221929
127.21416000,0.28636784,0.00276393,0.34038282,57.30407883,0.40003829
127.41460000,0.28638384,0.00276393,0.34040182,57.68679683,0.39842929
127.61504000,0.28641784,0.00276393,0.34044282,57.48029783,0.41825329
127.81548000,0.28644484,0.00276393,0.34047482,58.36613983,0.41899329
128.01592000,0.28644284,0.00276393,0.34047182,58.01193483,0.38246029
128.21636000,0.28648284,0.00276493,0.34051982,57.98854183,0.35785829
128.41680000,0.28651084,0.00276493,0.34055282,58.32022683,0.38003229
128.61724000,0.28652784,0.00276493,0.34057282,57.33534983,0.35310829
128.81768000,0.28654484,0.00276493,0.34059382,58.61929583,0.35205629
129.01812000,0.28660684,0.00276593,0.34066682,57.15616683,0.39251829
129.21856000,0.28663884,0.00276593,0.34070482,57.53137083,0.38737129
129.41900000,0.28665384,0.00276593,0.34072282,57.81859483,0.40841629
129.61944000,0.28669084,0.00276693,0.34076682,58.00358883,0.38231129
129.81988000,0.28672784,0.00276693,0.34081082,57.62639483,0.39987229
130.02032000,0.28674484,0.00276693,0.34083082,57.93911083,0.42625929
